time,f0,VUV,NAQ,QOQ,H1H2,PSP,MDQ,peakSlope,MCEP_0,MCEP_1,MCEP_2,MCEP_3,MCEP_4,MCEP_5,MCEP_6,MCEP_7,MCEP_8,MCEP_9,MCEP_10,MCEP_11,MCEP_12,MCEP_13,MCEP_14,MCEP_15,MCEP_16,MCEP_17,MCEP_18,MCEP_19,MCEP_20,MCEP_21,MCEP_22,MCEP_23,MCEP_24,F1,F2,F3,F4,F5,VAD
0.425,246,1,0.111560879,0.37052703,8.503725202,0.215796528,0.10842948,-0.507213781,-8.514422757,4.303044141,-1.06893223,0.683978567,-0.044682683,-0.39661728,0.010687624,0.163730896,-0.39069296,0.145004964,-0.003653908,-0.066035408,0.405173415,-0.274397102,-0.065734591,0.148170769,-0.20417692,0.039958213,0.043782038,-0.060845743,0.102573633,-0.01646337,-0.130420224,0.180739919,-0.020624131,388.6170963,1593.631447,3639,6698.234193,10853.91847,0.549693856
0.435,244.5,1,0.137840544,0.51290941,7.105685016,0.25086737,0.096840677,-0.516522655,-7.621046629,4.179836935,-1.515288303,0.223935831,-0.694128443,-0.332146336,-0.296030251,0.372164852,-0.258189046,0.107375321,0.141953139,0.00072796,0.41360165,-0.425059365,-0.120334873,0.104878364,-0.16663837,0.171781847,0.072637358,-0.109848867,0.087118546,-0.02738443,-0.143592188,0.155047933,0.012397955,431.4465188,1636.678506,3641.500505,6783,10918.155,0.544983756
0.445,239.5,1,0.085711611,0.423856128,8.577329225,0.128870512,0.108519835,-0.512445977,-7.518753666,4.363593824,-2.029718085,0.377864694,-0.482694984,-0.633374499,0.359009128,0.122064484,-0.023060549,0.34802821,-0.083934644,0.194907569,0.065282446,-0.391995093,-0.088231029,0.063822177,-0.052031819,0.180084586,0.024323428,-0.068955102,-0.037950489,-0.011884128,-0.040051858,0.070029295,0.059133378,579.740376,1529.906929,4471.946105,6783,11301.74177,0.539454002
0.455,234,1,0.049849086,0.27444339,8.980509281,0.190511872,0.103634137,-0.484130829,-7.899024125,4.673499473,-2.43788915,0.131110924,-0.139052818,-0.874500129,0.608357977,0.295341802,-0.133742629,0.444120013,-0.150235715,-0.025194388,0.264784631,-0.427887879,-0.179219307,0.229710832,-0.101199453,0.138414105,0.150339245,-0.242626019,-0.016232603,0.074799482,-0.142037831,0.13211771,0.089959545,855.4639018,1613.299627,4711.314088,6951.599254,11241.28517,0.52950969
0.465,232.5,1,0.086404989,0.356909641,0.246250518,0.124478377,0.054834474,-0.434416706,-8.351754082,4.933293941,-2.273221946,0.048488944,0.216774168,-0.957846979,0.726715097,0.35584796,-0.18206801,0.467817138,-0.206708074,-0.149639475,0.342038471,-0.476490095,-0.263434667,0.293412567,-0.089642831,0.143748885,0.180044201,-0.315583968,0.047514796,0.040725062,-0.160076929,0.209979962,0.059556094,1007.296944,1615,4694.685213,6788.357123,11094.67191,0.480459431
0.475,232,1,0.070486917,0.289027463,0.897773076,0.10773513,0.061251939,-0.404796833,-8.573450061,4.732754842,-2.218139441,0.114099657,0.157262181,-0.945667832,0.756004369,0.319366202,-0.180369788,0.490432053,-0.234229376,-0.072051886,0.430298085,-0.428231188,-0.226832953,0.330081159,-0.161287497,0.210326901,0.137221302,-0.350606307,0.023239332,0.060299144,-0.145272741,0.228539001,0.060601719,970.8283751,1779.6865,4715.064552,6597.248948,7378.808879,0.292512125
0.485,226,0,0.057680732,0.223097258,5.060205387,0.097553581,0.05527273,-0.400687341,-8.456973726,4.449470456,-2.387121138,0.052161993,0.1679001,-0.847811169,0.828797531,0.378138567,-0.178721961,0.447706398,-0.376242673,-0.124216947,0.472269859,-0.391175336,-0.181536382,0.326511956,-0.206695968,0.122395563,0.129802158,-0.257098034,0.114857681,0.06875699,-0.178270156,0.123466543,0.027971428,1172.412653,1664.952408,3574.996931,4511.352621,7254.682531,0.267438912
0.495,214.5,0,0.046949999,0.18159298,4.11882147,0.079405035,0.066679761,-0.39180101,-8.683146797,4.591198882,-1.736542895,0.285473143,0.341205164,-0.681164612,0.828604182,0.426150207,-0.164868094,0.320115406,-0.482322929,-0.176453109,0.505981894,-0.333797827,-0.266249955,0.318206946,-0.147284809,0.184901509,0.094522009,-0.266570713,0.039958899,0.085556916,-0.117320743,0.139401654,0.004785166,1647.626615,3348.92852,4033.449404,6506.426968,7337.386873,0.266660856
0.505,207,0,0.036219266,0.140088702,3.177437553,0.061256488,0.078086792,-0.371516391,-8.984260952,4.692979158,-1.584493097,0.299653582,0.306897518,-0.835633442,0.752057753,0.351203808,-0.162064013,0.343999742,-0.429192784,-0.235881363,0.416524266,-0.380968766,-0.19701495,0.299975125,-0.16283195,0.108200692,0.150546508,-0.277493187,0.065031036,0.058703269,-0.075400964,0.1233543,0.045433568,1619.981808,3486.390493,4149.408684,6654,7223.886974,0.249624865
0.515,278,0,0.025488533,0.098584424,2.236053636,0.043107942,0.089493823,-0.369394436,-8.881208348,4.561109793,-1.866350237,0.217772778,0.194988495,-0.877662461,0.692858799,0.238899139,-0.108676707,0.397274296,-0.370305116,-0.220321953,0.38732064,-0.3687704,-0.047304328,0.34235801,-0.184515918,0.069326946,0.11185613,-0.291803841,0.059618801,0.069116677,-0.082718186,0.131319722,0.042079984,1575.784752,3409.569504,4077.569504,6654,7253.215248,0.22872891
0.525,351,0,0.0147578,0.057080146,1.294669718,0.024959395,0.100900854,-0.382935025,-8.604023564,4.70490221,-2.126989655,-0.04161921,0.109327274,-0.904083498,0.679464752,0.315799814,-0.135211621,0.287676263,-0.427728629,-0.155071501,0.501753713,-0.308269854,-0.053876719,0.268947675,-0.201480425,0.026460906,0.128733547,-0.284643347,0.064276302,0.130456337,-0.106965793,0.141506856,-0.012068591,1281.103545,3383.087227,4147.452307,5974.941401,6732.846015,0.219956439
0.535,294,0,0.004027066,0.015575868,0.353285801,0.006810849,0.112307886,-0.381372657,-8.583073471,4.763668923,-2.252292499,-0.258080374,0.069090781,-0.846660138,0.626430094,0.388024758,-0.118045088,0.380745567,-0.3722128,-0.167700691,0.516530847,-0.32491095,-0.213071903,0.31450393,-0.202275084,0.017263912,0.237008753,-0.287099273,0.04511902,0.12765704,-0.111623436,0.036761229,0.094215967,1210.762941,3381,4156,6532.245328,7192.53415,0.203466597
0.545,237.5,1,0.110715229,0.341189561,0.434608495,0.200830039,0.143726913,-0.379367021,-8.137997789,4.493405085,-2.259887616,0.132754365,-0.236359594,-0.618248404,0.599679159,0.075216926,-0.08173485,0.119968287,-0.334424104,-0.102049609,0.261348756,-0.252599527,-0.0723036,0.175172814,-0.1336299,0.142365537,0.012914241,-0.061855392,0.088028366,-0.017735724,-0.057441659,0.022490606,-0.019560706,1319.243895,3456.49593,4136.687088,6043.902666,7370.243895,0.205547961
0.555,239.5,1,0.010808383,0.101108449,11.08417897,0.073944565,0.136024372,-0.378891219,-7.36531611,4.382922,-2.072421561,0.295967627,-0.198648453,-0.35466986,0.54057538,0.28800429,-0.052451825,0.167063983,-0.379874595,-0.126576736,0.264107042,-0.220567007,-0.102965658,0.147016723,-0.003515433,0.10100278,0.014297234,-0.156556663,0.020839126,-0.008837301,-0.020442873,0.118650569,0.023726354,1335,3504.258871,4134,4378.465298,7217.901839,0.209211314
